Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2023-07-17T08:56:02-0700,Trade,Buy to Close,BUY_TO_CLOSE,SPY   230818P00436000,Equity Option,Bought 1 SPY 08/18/23 Put 436.00 @ 1.87,-187.00,1,-187.00,0.00,-0.13,100,SPY,SPY,8/18/23,436,PUT,277441846
2023-07-17T08:39:41-0700,Trade,Buy to Close,BUY_TO_CLOSE,BJ    230721C00065000,Equity Option,Bought 1 BJ 07/21/23 Call 65.00 @ 0.13,-13.00,1,-13.00,0.00,-0.13,100,BJ,BJ,7/21/23,65,CALL,277435268
2023-07-17T08:36:00-0700,Trade,Sell to Close,SELL_TO_CLOSE,BJ    230721P00055000,Equity Option,Sold 1 BJ 07/21/23 Put 55.00 @ 0.02,2.00,1,2.00,0.00,-0.142,100,BJ,BJ,7/21/23,55,PUT,277433659
2023-07-17T08:34:46-0700,Trade,Buy to Open,BUY_TO_OPEN,T,Equity,Bought 50 T @ 13.77,-688.36,50,-13.77,0.00,-0.04,,,,,,,277433192
2023-07-17T08:33:08-0700,Trade,Sell to Open,SELL_TO_OPEN,T     230804P00013500,Equity Option,Sold 1 T 08/04/23 Put 13.50 @ 0.36,36.00,1,36.00,-1.00,-0.142,100,T,T,8/04/23,13.5,PUT,277432583
2023-07-15T07:21:01-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.05,0,,--,0.00,,,,,,,
2023-07-13T09:52:00-0700,Trade,Buy to Close,BUY_TO_CLOSE,CPB,Equity,Bought 50 CPB @ 45.66,"-2,282.95",50,-45.66,0.00,-0.04,,,,,,,277020705
2023-07-13T09:37:46-0700,Trade,Sell to Open,SELL_TO_OPEN,LYFT  230811P00011000,Equity Option,Sold 1 LYFT 08/11/23 Put 11.00 @ 0.88,88.00,1,88.00,-1.00,-0.142,100,LYFT,LYFT,8/11/23,11,PUT,277015723
2023-07-13T08:42:44-0700,Trade,Sell to Open,SELL_TO_OPEN,CPB   230804P00044000,Equity Option,Sold 1 CPB 08/04/23 Put 44.00 @ 0.22,22.00,1,22.00,-1.00,-0.142,100,CPB,CPB,8/04/23,44,PUT,276991951
2023-07-13T08:42:33-0700,Trade,Sell to Open,SELL_TO_OPEN,CPB   230804P00045000,Equity Option,Sold 1 CPB 08/04/23 Put 45.00 @ 0.40,40.00,1,40.00,-1.00,-0.142,100,CPB,CPB,8/04/23,45,PUT,276991848
2023-07-13T08:39:27-0700,Trade,Sell to Open,SELL_TO_OPEN,SJT   230818P00007500,Equity Option,Sold 1 SJT 08/18/23 Put 7.50 @ 0.50,50.00,1,50.00,-1.00,-0.142,100,SJT,SJT,8/18/23,7.5,PUT,276990571
2023-07-13T08:37:45-0700,Trade,Sell to Open,SELL_TO_OPEN,SPY   230818C00460000,Equity Option,Sold 1 SPY 08/18/23 Call 460.00 @ 2.19,219.00,1,219.00,-1.00,-0.142,100,SPY,SPY,8/18/23,460,CALL,276989813
2023-07-13T08:37:45-0700,Trade,Sell to Open,SELL_TO_OPEN,SPY   230818P00436000,Equity Option,Sold 1 SPY 08/18/23 Put 436.00 @ 2.41,241.00,1,241.00,-1.00,-0.142,100,SPY,SPY,8/18/23,436,PUT,276989813
2023-07-13T08:37:45-0700,Trade,Buy to Open,BUY_TO_OPEN,SPY   230818C00465000,Equity Option,Bought 1 SPY 08/18/23 Call 465.00 @ 1.13,-113.00,1,-113.00,-1.00,-0.13,100,SPY,SPY,8/18/23,465,CALL,276989813
2023-07-13T08:37:45-0700,Trade,Buy to Open,BUY_TO_OPEN,SPY   230818P00430000,Equity Option,Bought 1 SPY 08/18/23 Put 430.00 @ 1.70,-170.00,1,-170.00,-1.00,-0.13,100,SPY,SPY,8/18/23,430,PUT,276989813
2023-07-13T06:45:35-0700,Trade,Sell to Close,SELL_TO_CLOSE,COST  230721P00502500,Equity Option,Sold 1 COST 07/21/23 Put 502.50 @ 0.13,13.00,1,13.00,0.00,-0.142,100,COST,COST,7/21/23,502.5,PUT,276921081
2023-07-13T06:45:35-0700,Trade,Buy to Close,BUY_TO_CLOSE,COST  230721P00515000,Equity Option,Bought 1 COST 07/21/23 Put 515.00 @ 0.37,-37.00,1,-37.00,0.00,-0.13,100,COST,COST,7/21/23,515,PUT,276921081
2023-07-10T11:33:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,CPB   230714P00045000,Equity Option,Bought 1 CPB 07/14/23 Put 45.00 @ 0.10,-10.00,1,-10.00,0.00,-0.13,100,CPB,CPB,7/14/23,45,PUT,276429049
2023-07-08T07:15:19-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.06,0,,--,0.00,,,,,,,
2023-07-07T13:00:00-0700,Receive Deliver,Expiration,,CPB   230707C00047000,Equity Option,Removal of 1.0 CPB 07/07/23 Call 47.00 due to expiration.,0.00,1,0.00,--,0.00,100,CPB,CPB,7/07/23,47,CALL,
2023-07-07T13:00:00-0700,Receive Deliver,Expiration,,CPB   230707C00046000,Equity Option,Removal of 1.0 CPB 07/07/23 Call 46.00 due to expiration.,0.00,1,0.00,--,0.00,100,CPB,CPB,7/07/23,46,CALL,
2023-07-07T13:00:00-0700,Receive Deliver,Expiration,,AMZN  230707C00131000,Equity Option,Removal of 2.0 AMZN 07/07/23 Call 131.00 due to expiration.,0.00,2,0.00,--,0.00,100,AMZN,AMZN,7/07/23,131,CALL,
2023-07-07T13:00:00-0700,Receive Deliver,Expiration,,FL    230707C00027500,Equity Option,Removal of 1.0 FL 07/07/23 Call 27.50 due to expiration.,0.00,1,0.00,--,0.00,100,FL,FL,7/07/23,27.5,CALL,
2023-07-07T13:00:00-0700,Receive Deliver,Expiration,,FL    230707C00027000,Equity Option,Removal of 1.0 FL 07/07/23 Call 27.00 due to expiration.,0.00,1,0.00,--,0.00,100,FL,FL,7/07/23,27,CALL,
2023-07-07T12:37:42-0700,Trade,Sell to Close,SELL_TO_CLOSE,CPB   230707C00046000,Equity Option,Sold 1 CPB 07/07/23 Call 46.00 @ 0.03,3.00,1,3.00,0.00,-0.142,100,CPB,CPB,7/07/23,46,CALL,276247814
2023-07-07T12:37:42-0700,Trade,Buy to Open,BUY_TO_OPEN,CPB   230721C00046000,Equity Option,Bought 1 CPB 07/21/23 Call 46.00 @ 0.50,-50.00,1,-50.00,-1.00,-0.13,100,CPB,CPB,7/21/23,46,CALL,276247814
2023-07-07T12:33:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,BJ    230721P00065000,Equity Option,Bought 1 BJ 07/21/23 Put 65.00 @ 1.57,-157.00,1,-157.00,0.00,-0.13,100,BJ,BJ,7/21/23,65,PUT,276246216
2023-07-06T07:38:59-0700,Trade,Sell to Close,SELL_TO_CLOSE,FTCH  230714C00007000,Equity Option,Sold 1 FTCH 07/14/23 Call 7.00 @ 0.02,2.00,1,2.00,0.00,-0.142,100,FTCH,FTCH,7/14/23,7,CALL,275937901
2023-07-06T07:38:59-0700,Trade,Buy to Close,BUY_TO_CLOSE,FTCH  230714C00006500,Equity Option,Bought 1 FTCH 07/14/23 Call 6.50 @ 0.04,-4.00,1,-4.00,0.00,-0.13,100,FTCH,FTCH,7/14/23,6.5,CALL,275937901
2023-07-06T07:38:21-0700,Trade,Sell to Close,SELL_TO_CLOSE,COST  230721C00565000,Equity Option,Sold 1 COST 07/21/23 Call 565.00 @ 0.49,49.00,1,49.00,0.00,-0.142,100,COST,COST,7/21/23,565,CALL,275937392
2023-07-06T07:38:21-0700,Trade,Buy to Close,BUY_TO_CLOSE,COST  230721C00555000,Equity Option,Bought 1 COST 07/21/23 Call 555.00 @ 1.44,-144.00,1,-144.00,0.00,-0.13,100,COST,COST,7/21/23,555,CALL,275937392
2023-07-05T12:17:35-0700,Trade,Buy to Open,BUY_TO_OPEN,COST  230721P00502500,Equity Option,Bought 1 COST 07/21/23 Put 502.50 @ 0.42,-42.00,1,-42.00,-1.00,-0.13,100,COST,COST,7/21/23,502.5,PUT,275835275
2023-07-05T12:17:35-0700,Trade,Sell to Open,SELL_TO_OPEN,COST  230721P00515000,Equity Option,Sold 1 COST 07/21/23 Put 515.00 @ 0.89,89.00,1,89.00,-1.00,-0.142,100,COST,COST,7/21/23,515,PUT,275835275
2023-07-05T12:17:35-0700,Trade,Buy to Open,BUY_TO_OPEN,COST  230721C00565000,Equity Option,Bought 1 COST 07/21/23 Call 565.00 @ 0.62,-62.00,1,-62.00,-1.00,-0.13,100,COST,COST,7/21/23,565,CALL,275835275
2023-07-05T12:17:35-0700,Trade,Sell to Open,SELL_TO_OPEN,COST  230721C00555000,Equity Option,Sold 1 COST 07/21/23 Call 555.00 @ 1.81,181.00,1,181.00,-1.00,-0.142,100,COST,COST,7/21/23,555,CALL,275835275
2023-07-05T06:30:01-0700,Trade,Buy to Close,BUY_TO_CLOSE,FL    230707P00027000,Equity Option,Bought 1 FL 07/07/23 Put 27.00 @ 0.63,-63.00,1,-63.00,0.00,-0.13,100,FL,FL,7/07/23,27,PUT,275663826
2023-07-03T14:00:00-0700,Receive Deliver,Assignment,,CPB   230707C00044000,Equity Option,Removal of option due to assignment,0.00,1,0.00,--,0.00,100,CPB,CPB,7/07/23,44,CALL,
2023-07-03T14:00:00-0700,Receive Deliver,Sell to Close,SELL_TO_CLOSE,CPB,Equity,Sell to Close 100 CPB @ 44.00,"4,400.00",100,44.00,--,-5.055,,,,,,,
2023-07-03T07:56:40-0700,Trade,Buy to Close,BUY_TO_CLOSE,WBA   230714P00029500,Equity Option,Bought 1 WBA 07/14/23 Put 29.50 @ 0.86,-86.00,1,-86.00,0.00,-0.13,100,WBA,WBA,7/14/23,29.5,PUT,275609262
2023-07-03T07:06:15-0700,Trade,Buy to Open,BUY_TO_OPEN,AAPD,Equity,Bought 50 AAPD @ 20.16,"-1,007.98",50,-20.16,0.00,-0.04,,,,,,,275582310
2023-07-03T06:51:46-0700,Trade,Sell to Open,SELL_TO_OPEN,FL    230707P00027000,Equity Option,Sold 1 FL 07/07/23 Put 27.00 @ 0.25,25.00,1,25.00,-1.00,-0.142,100,FL,FL,7/07/23,27,PUT,275571304
2023-07-01T08:17:03-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.19,0,,--,0.00,,,,,,,
2023-06-30T13:00:00-0700,Receive Deliver,Expiration,,CPB   230630P00045000,Equity Option,Removal of 2.0 CPB 06/30/23 Put 45.00 due to expiration.,0.00,2,0.00,--,0.00,100,CPB,CPB,6/30/23,45,PUT,
2023-06-30T09:43:22-0700,Trade,Sell to Open,SELL_TO_OPEN,CPB   230714P00045000,Equity Option,Sold 1 CPB 07/14/23 Put 45.00 @ 0.33,33.00,1,33.00,-1.00,-0.142,100,CPB,CPB,7/14/23,45,PUT,275445481
2023-06-30T09:37:14-0700,Trade,Buy to Close,BUY_TO_CLOSE,FL    230707P00025500,Equity Option,Bought 1 FL 07/07/23 Put 25.50 @ 0.12,-12.00,1,-12.00,0.00,-0.13,100,FL,FL,7/07/23,25.5,PUT,275443280
2023-06-30T07:40:57-0700,Trade,Sell to Close,SELL_TO_CLOSE,NKE   230707C00117000,Equity Option,Sold 1 NKE 07/07/23 Call 117.00 @ 0.09,9.00,1,9.00,0.00,-0.142,100,NKE,NKE,7/07/23,117,CALL,275390348
2023-06-30T07:40:57-0700,Trade,Buy to Close,BUY_TO_CLOSE,NKE   230707C00116000,Equity Option,Bought 1 NKE 07/07/23 Call 116.00 @ 0.15,-15.00,1,-15.00,0.00,-0.13,100,NKE,NKE,7/07/23,116,CALL,275390348
2023-06-29T10:01:39-0700,Trade,Sell to Close,SELL_TO_CLOSE,CVNA  230728C00028000,Equity Option,Sold 2 CVNA 07/28/23 Call 28.00 @ 3.04,608.00,2,304.00,0.00,-0.275,100,CVNA,CVNA,7/28/23,28,CALL,275233455
2023-06-29T10:01:39-0700,Trade,Buy to Close,BUY_TO_CLOSE,CVNA  230728C00027500,Equity Option,Bought 1 CVNA 07/28/23 Call 27.50 @ 3.25,-325.00,1,-325.00,0.00,-0.13,100,CVNA,CVNA,7/28/23,27.5,CALL,275233455
2023-06-29T10:01:39-0700,Trade,Buy to Close,BUY_TO_CLOSE,CVNA  230728C00024000,Equity Option,Bought 1 CVNA 07/28/23 Call 24.00 @ 4.70,-470.00,1,-470.00,0.00,-0.13,100,CVNA,CVNA,7/28/23,24,CALL,275233455
2023-06-29T09:38:26-0700,Trade,Sell to Close,SELL_TO_CLOSE,WBA   230630C00034500,Equity Option,Sold 1 WBA 06/30/23 Call 34.50 @ 0.01,1.00,1,1.00,0.00,-0.142,100,WBA,WBA,6/30/23,34.5,CALL,275225747
2023-06-29T09:38:26-0700,Trade,Sell to Close,SELL_TO_CLOSE,WBA   230630P00029000,Equity Option,Sold 1 WBA 06/30/23 Put 29.00 @ 0.32,32.00,1,32.00,0.00,-0.142,100,WBA,WBA,6/30/23,29,PUT,275225747
2023-06-29T09:38:26-0700,Trade,Buy to Close,BUY_TO_CLOSE,WBA   230630C00034000,Equity Option,Bought 1 WBA 06/30/23 Call 34.00 @ 0.01,-1.00,1,-1.00,0.00,-0.13,100,WBA,WBA,6/30/23,34,CALL,275225747
2023-06-29T09:38:15-0700,Trade,Buy to Close,BUY_TO_CLOSE,WBA   230630P00029500,Equity Option,Bought 1 WBA 06/30/23 Put 29.50 @ 0.74,-74.00,1,-74.00,0.00,-0.13,100,WBA,WBA,6/30/23,29.5,PUT,275225691
2023-06-29T09:38:15-0700,Trade,Sell to Open,SELL_TO_OPEN,WBA   230714P00029500,Equity Option,Sold 1 WBA 07/14/23 Put 29.50 @ 0.97,97.00,1,97.00,-1.00,-0.142,100,WBA,WBA,7/14/23,29.5,PUT,275225691
2023-06-29T09:31:35-0700,Trade,Sell to Close,SELL_TO_CLOSE,AAPL  230818P00165000,Equity Option,Sold 1 AAPL 08/18/23 Put 165.00 @ 0.67,67.00,1,67.00,0.00,-0.142,100,AAPL,AAPL,8/18/23,165,PUT,275223511
2023-06-29T09:31:35-0700,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  230818P00170000,Equity Option,Bought 1 AAPL 08/18/23 Put 170.00 @ 1.02,-102.00,1,-102.00,0.00,-0.13,100,AAPL,AAPL,8/18/23,170,PUT,275223511
2023-06-29T07:58:16-0700,Trade,Sell to Open,SELL_TO_OPEN,FL    230728P00026000,Equity Option,Sold 2 FL 07/28/23 Put 26.00 @ 0.86,172.00,2,86.00,-2.00,-0.275,100,FL,FL,7/28/23,26,PUT,275188166
2023-06-29T07:50:02-0700,Trade,Sell to Close,SELL_TO_CLOSE,DRI   230721P00150000,Equity Option,Sold 1 DRI 07/21/23 Put 150.00 @ 0.30,30.00,1,30.00,0.00,-0.142,100,DRI,DRI,7/21/23,150,PUT,275184478
2023-06-29T07:50:02-0700,Trade,Buy to Close,BUY_TO_CLOSE,DRI   230721P00155000,Equity Option,Bought 1 DRI 07/21/23 Put 155.00 @ 0.69,-69.00,1,-69.00,0.00,-0.13,100,DRI,DRI,7/21/23,155,PUT,275184478
2023-06-29T07:47:45-0700,Trade,Buy to Close,BUY_TO_CLOSE,AMZN  230707C00133000,Equity Option,Bought 1 AMZN 07/07/23 Call 133.00 @ 0.58,-58.00,1,-58.00,0.00,-0.13,100,AMZN,AMZN,7/07/23,133,CALL,275183153
2023-06-29T07:47:45-0700,Trade,Buy to Close,BUY_TO_CLOSE,AMZN  230707C00129000,Equity Option,Bought 1 AMZN 07/07/23 Call 129.00 @ 1.62,-162.00,1,-162.00,0.00,-0.13,100,AMZN,AMZN,7/07/23,129,CALL,275183153
2023-06-28T11:06:24-0700,Trade,Sell to Open,SELL_TO_OPEN,DRI   230721C00170000,Equity Option,Sold 1 DRI 07/21/23 Call 170.00 @ 0.39,39.00,1,39.00,-1.00,-0.142,100,DRI,DRI,7/21/23,170,CALL,275061508
2023-06-28T11:06:24-0700,Trade,Sell to Open,SELL_TO_OPEN,DRI   230721P00155000,Equity Option,Sold 1 DRI 07/21/23 Put 155.00 @ 0.92,92.00,1,92.00,-1.00,-0.142,100,DRI,DRI,7/21/23,155,PUT,275061508
2023-06-28T11:06:24-0700,Trade,Buy to Open,BUY_TO_OPEN,DRI   230721C00175000,Equity Option,Bought 1 DRI 07/21/23 Call 175.00 @ 0.17,-17.00,1,-17.00,-1.00,-0.13,100,DRI,DRI,7/21/23,175,CALL,275061508
2023-06-28T11:06:24-0700,Trade,Buy to Open,BUY_TO_OPEN,DRI   230721P00150000,Equity Option,Bought 1 DRI 07/21/23 Put 150.00 @ 0.40,-40.00,1,-40.00,-1.00,-0.13,100,DRI,DRI,7/21/23,150,PUT,275061508
2023-06-28T10:45:08-0700,Trade,Buy to Open,BUY_TO_OPEN,CVNA  230728C00028000,Equity Option,Bought 2 CVNA 07/28/23 Call 28.00 @ 3.59,-718.00,2,-359.00,-2.00,-0.26,100,CVNA,CVNA,7/28/23,28,CALL,275055305
2023-06-28T10:45:08-0700,Trade,Sell to Open,SELL_TO_OPEN,CVNA  230728C00027500,Equity Option,Sold 1 CVNA 07/28/23 Call 27.50 @ 3.75,375.00,1,375.00,-1.00,-0.142,100,CVNA,CVNA,7/28/23,27.5,CALL,275055305
2023-06-28T10:45:08-0700,Trade,Sell to Open,SELL_TO_OPEN,CVNA  230728C00024000,Equity Option,Sold 1 CVNA 07/28/23 Call 24.00 @ 5.45,545.00,1,545.00,-1.00,-0.142,100,CVNA,CVNA,7/28/23,24,CALL,275055305
2023-06-28T08:08:45-0700,Trade,Buy to Close,BUY_TO_CLOSE,ORC   230721P00010000,Equity Option,Bought 1 ORC 07/21/23 Put 10.00 @ 0.20,-20.00,1,-20.00,0.00,-0.13,100,ORC,ORC,7/21/23,10,PUT,274996896
2023-06-27T12:11:12-0700,Trade,Sell to Close,SELL_TO_CLOSE,SOXL  230714P00021000,Equity Option,Sold 1 SOXL 07/14/23 Put 21.00 @ 0.42,42.00,1,42.00,0.00,-0.142,100,SOXL,SOXL,7/14/23,21,PUT,274861289
2023-06-27T12:11:12-0700,Trade,Buy to Close,BUY_TO_CLOSE,SOXL  230714P00022000,Equity Option,Bought 1 SOXL 07/14/23 Put 22.00 @ 0.65,-65.00,1,-65.00,0.00,-0.13,100,SOXL,SOXL,7/14/23,22,PUT,274861289
2023-06-27T10:50:55-0700,Trade,Buy to Close,BUY_TO_CLOSE,SPY   230728P00425000,Equity Option,Bought 1 SPY 07/28/23 Put 425.00 @ 2.34,-234.00,1,-234.00,0.00,-0.13,100,SPY,SPY,7/28/23,425,PUT,274855959
2023-06-27T10:50:55-0700,Trade,Sell to Close,SELL_TO_CLOSE,SPY   230728P00420000,Equity Option,Sold 1 SPY 07/28/23 Put 420.00 @ 1.70,170.00,1,170.00,0.00,-0.142,100,SPY,SPY,7/28/23,420,PUT,274855959
2023-06-27T10:49:55-0700,Trade,Sell to Close,SELL_TO_CLOSE,FTCH  230714P00004000,Equity Option,Sold 1 FTCH 07/14/23 Put 4.00 @ 0.01,1.00,1,1.00,0.00,-0.142,100,FTCH,FTCH,7/14/23,4,PUT,274855490
2023-06-27T10:49:55-0700,Trade,Buy to Close,BUY_TO_CLOSE,FTCH  230714P00005000,Equity Option,Bought 1 FTCH 07/14/23 Put 5.00 @ 0.08,-8.00,1,-8.00,0.00,-0.13,100,FTCH,FTCH,7/14/23,5,PUT,274855490
2023-06-27T07:15:26-0700,Trade,Sell to Close,SELL_TO_CLOSE,VXX   230630P00026000,Equity Option,Sold 1 VXX 06/30/23 Put 26.00 @ 0.60,60.00,1,60.00,0.00,-0.142,100,VXX,VXX,6/30/23,26,PUT,274765307
2023-06-27T07:15:26-0700,Trade,Buy to Close,BUY_TO_CLOSE,VXX   230630P00028000,Equity Option,Bought 1 VXX 06/30/23 Put 28.00 @ 2.26,-226.00,1,-226.00,0.00,-0.13,100,VXX,VXX,6/30/23,28,PUT,274765307
2023-06-27T07:12:07-0700,Trade,Sell to Close,SELL_TO_CLOSE,NKE   230707P00105000,Equity Option,Sold 1 NKE 07/07/23 Put 105.00 @ 1.28,128.00,1,128.00,0.00,-0.142,100,NKE,NKE,7/07/23,105,PUT,274762621
2023-06-27T07:12:07-0700,Trade,Buy to Close,BUY_TO_CLOSE,NKE   230707P00108000,Equity Option,Bought 1 NKE 07/07/23 Put 108.00 @ 2.08,-208.00,1,-208.00,0.00,-0.13,100,NKE,NKE,7/07/23,108,PUT,274762621
2023-06-27T06:43:18-0700,Trade,Buy to Close,BUY_TO_CLOSE,HRB   230721C00034000,Equity Option,Bought 1 HRB 07/21/23 Call 34.00 @ 0.20,-20.00,1,-20.00,0.00,-0.13,100,HRB,HRB,7/21/23,34,CALL,274740687
2023-06-26T07:45:15-0700,Trade,Sell to Close,SELL_TO_CLOSE,SPY   230728C00449000,Equity Option,Sold 1 SPY 07/28/23 Call 449.00 @ 1.02,102.00,1,102.00,0.00,-0.142,100,SPY,SPY,7/28/23,449,CALL,274587964
2023-06-26T07:45:15-0700,Trade,Buy to Close,BUY_TO_CLOSE,SPY   230728C00444000,Equity Option,Bought 1 SPY 07/28/23 Call 444.00 @ 2.14,-214.00,1,-214.00,0.00,-0.13,100,SPY,SPY,7/28/23,444,CALL,274587964
2023-06-26T07:30:21-0700,Trade,Sell to Open,SELL_TO_OPEN,CPB   230630P00045000,Equity Option,Sold 1 CPB 06/30/23 Put 45.00 @ 0.26,26.00,1,26.00,-1.00,-0.142,100,CPB,CPB,6/30/23,45,PUT,274578222
2023-06-26T07:25:43-0700,Trade,Buy to Open,BUY_TO_OPEN,SOXL  230714P00021000,Equity Option,Bought 1 SOXL 07/14/23 Put 21.00 @ 0.65,-65.00,1,-65.00,-1.00,-0.13,100,SOXL,SOXL,7/14/23,21,PUT,274575829
2023-06-26T07:25:43-0700,Trade,Sell to Open,SELL_TO_OPEN,SOXL  230714P00022000,Equity Option,Sold 1 SOXL 07/14/23 Put 22.00 @ 0.95,95.00,1,95.00,-1.00,-0.142,100,SOXL,SOXL,7/14/23,22,PUT,274575829
2023-06-26T07:06:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,FL    230630P00025000,Equity Option,Bought 1 FL 06/30/23 Put 25.00 @ 0.16,-16.00,1,-16.00,0.00,-0.13,100,FL,FL,6/30/23,25,PUT,274564099
2023-06-26T07:06:54-0700,Trade,Buy to Close,BUY_TO_CLOSE,FL    230630P00025000,Equity Option,Bought 1 FL 06/30/23 Put 25.00 @ 0.16,-16.00,1,-16.00,0.00,-0.13,100,FL,FL,6/30/23,25,PUT,274564099
2023-06-26T07:05:31-0700,Trade,Sell to Open,SELL_TO_OPEN,FTCH  230714C00006500,Equity Option,Sold 1 FTCH 07/14/23 Call 6.50 @ 0.09,9.00,1,9.00,-1.00,-0.142,100,FTCH,FTCH,7/14/23,6.5,CALL,274563054
2023-06-26T07:05:31-0700,Trade,Sell to Open,SELL_TO_OPEN,FTCH  230714P00005000,Equity Option,Sold 1 FTCH 07/14/23 Put 5.00 @ 0.10,10.00,1,10.00,-1.00,-0.142,100,FTCH,FTCH,7/14/23,5,PUT,274563054
2023-06-26T07:05:31-0700,Trade,Buy to Open,BUY_TO_OPEN,FTCH  230714C00007000,Equity Option,Bought 1 FTCH 07/14/23 Call 7.00 @ 0.04,-4.00,1,-4.00,-1.00,-0.13,100,FTCH,FTCH,7/14/23,7,CALL,274563054
2023-06-26T07:05:31-0700,Trade,Buy to Open,BUY_TO_OPEN,FTCH  230714P00004000,Equity Option,Bought 1 FTCH 07/14/23 Put 4.00 @ 0.03,-3.00,1,-3.00,-1.00,-0.13,100,FTCH,FTCH,7/14/23,4,PUT,274563054
2023-06-26T06:57:03-0700,Trade,Sell to Close,SELL_TO_CLOSE,JNJ   230707C00165000,Equity Option,Sold 1 JNJ 07/07/23 Call 165.00 @ 0.35,35.00,1,35.00,0.00,-0.142,100,JNJ,JNJ,7/07/23,165,CALL,274556708
2023-06-26T06:57:03-0700,Trade,Buy to Close,BUY_TO_CLOSE,JNJ   230707C00160000,Equity Option,Bought 1 JNJ 07/07/23 Call 160.00 @ 2.96,-296.00,1,-296.00,0.00,-0.13,100,JNJ,JNJ,7/07/23,160,CALL,274556708
2023-06-24T07:55:33-0700,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,-0.28,0,,--,0.00,,,,,,,
2023-06-23T12:14:17-0700,Trade,Sell to Open,SELL_TO_OPEN,FL    230630P00025000,Equity Option,Sold 1 FL 06/30/23 Put 25.00 @ 0.25,25.00,1,25.00,-1.00,-0.142,100,FL,FL,6/30/23,25,PUT,274481145
2023-06-23T12:14:17-0700,Trade,Sell to Open,SELL_TO_OPEN,FL    230630P00025000,Equity Option,Sold 1 FL 06/30/23 Put 25.00 @ 0.25,25.00,1,25.00,-1.00,-0.142,100,FL,FL,6/30/23,25,PUT,274481145
2023-06-23T12:04:58-0700,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  230630C00292500,Equity Option,Sold 1 TSLA 06/30/23 Call 292.50 @ 0.64,64.00,1,64.00,0.00,-0.142,100,TSLA,TSLA,6/30/23,292.5,CALL,274476901
2023-06-23T12:04:58-0700,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  230630C00277500,Equity Option,Bought 1 TSLA 06/30/23 Call 277.50 @ 1.80,-180.00,1,-180.00,0.00,-0.13,100,TSLA,TSLA,6/30/23,277.5,CALL,274476901
2023-06-23T11:06:19-0700,Trade,Sell to Open,SELL_TO_OPEN,SPY   230728C00444000,Equity Option,Sold 1 SPY 07/28/23 Call 444.00 @ 2.62,262.00,1,262.00,-1.00,-0.142,100,SPY,SPY,7/28/23,444,CALL,274454217
2023-06-23T11:06:19-0700,Trade,Sell to Open,SELL_TO_OPEN,SPY   230728P00425000,Equity Option,Sold 1 SPY 07/28/23 Put 425.00 @ 2.86,286.00,1,286.00,-1.00,-0.142,100,SPY,SPY,7/28/23,425,PUT,274454217
2023-06-23T11:06:19-0700,Trade,Buy to Open,BUY_TO_OPEN,SPY   230728C00449000,Equity Option,Bought 1 SPY 07/28/23 Call 449.00 @ 1.30,-130.00,1,-130.00,-1.00,-0.13,100,SPY,SPY,7/28/23,449,CALL,274454217
2023-06-23T11:06:19-0700,Trade,Buy to Open,BUY_TO_OPEN,SPY   230728P00420000,Equity Option,Bought 1 SPY 07/28/23 Put 420.00 @ 2.10,-210.00,1,-210.00,-1.00,-0.13,100,SPY,SPY,7/28/23,420,PUT,274454217
2023-06-23T10:59:45-0700,Trade,Buy to Open,BUY_TO_OPEN,NKE   230707P00105000,Equity Option,Bought 1 NKE 07/07/23 Put 105.00 @ 2.13,-213.00,1,-213.00,-1.00,-0.13,100,NKE,NKE,7/07/23,105,PUT,274452014
2023-06-23T10:59:45-0700,Trade,Buy to Open,BUY_TO_OPEN,NKE   230707C00117000,Equity Option,Bought 1 NKE 07/07/23 Call 117.00 @ 1.90,-190.00,1,-190.00,-1.00,-0.13,100,NKE,NKE,7/07/23,117,CALL,274452014
2023-06-23T10:59:45-0700,Trade,Sell to Open,SELL_TO_OPEN,NKE   230707P00108000,Equity Option,Sold 1 NKE 07/07/23 Put 108.00 @ 3.24,324.00,1,324.00,-1.00,-0.142,100,NKE,NKE,7/07/23,108,PUT,274452014
2023-06-23T10:59:45-0700,Trade,Sell to Open,SELL_TO_OPEN,NKE   230707C00116000,Equity Option,Sold 1 NKE 07/07/23 Call 116.00 @ 2.16,216.00,1,216.00,-1.00,-0.142,100,NKE,NKE,7/07/23,116,CALL,274452014
2023-06-23T10:47:01-0700,Trade,Sell to Open,SELL_TO_OPEN,CPB   230630P00045000,Equity Option,Sold 1 CPB 06/30/23 Put 45.00 @ 0.15,15.00,1,15.00,-1.00,-0.142,100,CPB,CPB,6/30/23,45,PUT,274448604
