Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2023-10-20T10:44:00-0700,Trade,Sell to Close,SELL_TO_CLOSE,SLRN,Equity,Sold 20 SLRN @ 10.52,210.40,20,10.52,0.00,-0.029,,,,,,,291659391
2023-10-20T10:43:26-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231020P00353000,Equity Option,Sold 1 QQQ 10/20/23 Put 353.00 @ 0.05,5.00,1,5.00,-1.00,-0.132,100,QQQ,QQQ,10/20/23,353,PUT,291665520
2023-10-20T10:39:13-0700,Trade,Sell to Open,SELL_TO_OPEN,ORCL  231027P00096000,Equity Option,Sold 1 ORCL 10/27/23 Put 96.00 @ 0.33,33.00,1,33.00,-1.00,-0.132,100,ORCL,ORCL,10/27/23,96,PUT,291664258
2023-10-20T10:36:04-0700,Trade,Sell to Open,SELL_TO_OPEN,CAT   231103P00220000,Equity Option,Sold 1 CAT 11/03/23 Put 220.00 @ 1.03,103.00,1,103.00,-1.00,-0.132,100,CAT,CAT,11/03/23,220,PUT,291663427
2023-10-20T10:29:35-0700,Trade,Sell to Open,SELL_TO_OPEN,FNKO  231117C00010000,Equity Option,Sold 5 FNKO 11/17/23 Call 10.00 @ 0.10,50.00,5,10.00,-5.00,-0.622,100,FNKO,FNKO,11/17/23,10,CALL,291661452
2023-10-20T10:22:26-0700,Trade,Sell to Close,SELL_TO_CLOSE,SLRN,Equity,Sold 10 SLRN @ 10.44,104.40,10,10.44,0.00,-0.019,,,,,,,291659115
2023-10-20T10:15:41-0700,Trade,Buy to Close,BUY_TO_CLOSE,SOXL  231020P00017500,Equity Option,Bought 1 SOXL 10/20/23 Put 17.50 @ 0.55,-55.00,1,-55.00,0.00,-0.12,100,SOXL,SOXL,10/20/23,17.5,PUT,291656212
2023-10-20T10:13:35-0700,Trade,Buy to Close,BUY_TO_CLOSE,SOXL  231020P00017500,Equity Option,Bought 1 SOXL 10/20/23 Put 17.50 @ 0.54,-54.00,1,-54.00,0.00,-0.12,100,SOXL,SOXL,10/20/23,17.5,PUT,291655649
2023-10-20T10:09:09-0700,Trade,Buy to Close,BUY_TO_CLOSE,AMC   231020P00010000,Equity Option,Bought 1 AMC 10/20/23 Put 10.00 @ 0.59,-59.00,1,-59.00,0.00,-0.12,100,AMC,AMC,10/20/23,10,PUT,291654274
2023-10-20T09:23:02-0700,Trade,Buy to Open,BUY_TO_OPEN,CAT   231027C00250000,Equity Option,Bought 1 CAT 10/27/23 Call 250.00 @ 5.01,-501.00,1,-501.00,-1.00,-0.12,100,CAT,CAT,10/27/23,250,CALL,291635396
2023-10-20T09:23:02-0700,Trade,Buy to Open,BUY_TO_OPEN,CAT   231027C00250000,Equity Option,Bought 1 CAT 10/27/23 Call 250.00 @ 5.00,-500.00,1,-500.00,-1.00,-0.12,100,CAT,CAT,10/27/23,250,CALL,291635396
2023-10-20T09:23:02-0700,Trade,Sell to Open,SELL_TO_OPEN,CAT   231027C00252500,Equity Option,Sold 1 CAT 10/27/23 Call 252.50 @ 3.74,374.00,1,374.00,-1.00,-0.132,100,CAT,CAT,10/27/23,252.5,CALL,291635396
2023-10-20T09:23:02-0700,Trade,Sell to Open,SELL_TO_OPEN,CAT   231027C00245000,Equity Option,Sold 1 CAT 10/27/23 Call 245.00 @ 8.11,811.00,1,811.00,-1.00,-0.132,100,CAT,CAT,10/27/23,245,CALL,291635396
2023-10-20T07:13:48-0700,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  231020P00202500,Equity Option,Bought 1 TSLA 10/20/23 Put 202.50 @ 0.07,-7.00,1,-7.00,0.00,-0.12,100,TSLA,TSLA,10/20/23,202.5,PUT,291559376
2023-10-19T12:42:10-0700,Trade,Sell to Open,SELL_TO_OPEN,BX    231215P00085000,Equity Option,Sold 1 BX 12/15/23 Put 85.00 @ 1.83,183.00,1,183.00,-1.00,-0.132,100,BX,BX,12/15/23,85,PUT,291480389
2023-10-19T12:42:10-0700,Trade,Buy to Open,BUY_TO_OPEN,BX    231215P00065000,Equity Option,Bought 1 BX 12/15/23 Put 65.00 @ 0.15,-15.00,1,-15.00,-1.00,-0.12,100,BX,BX,12/15/23,65,PUT,291480389
2023-10-19T11:33:11-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  231027P00422500,Equity Option,Sold 1 NVDA 10/27/23 Put 422.50 @ 10.48,"1,048.00",1,"1,048.00",0.00,-0.132,100,NVDA,NVDA,10/27/23,422.5,PUT,291447587
2023-10-19T11:33:11-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  231027P00420000,Equity Option,Bought 1 NVDA 10/27/23 Put 420.00 @ 9.32,-932.00,1,-932.00,0.00,-0.12,100,NVDA,NVDA,10/27/23,420,PUT,291447587
2023-10-19T11:31:12-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLY,Equity,Bought 20 TSLY @ 11.83,-236.60,20,-11.83,0.00,-0.016,,,,,,,291445585
2023-10-19T11:05:55-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLY,Equity,Bought 9 TSLY @ 11.90,-107.10,9,-11.90,0.00,-0.008,,,,,,,291434472
2023-10-19T11:05:55-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLY,Equity,Bought 1 TSLY @ 11.90,-11.90,1,-11.90,0.00,-0.001,,,,,,,291434472
2023-10-19T10:15:16-0700,Trade,Sell to Close,SELL_TO_CLOSE,TSLA  231020P00207500,Equity Option,Sold 1 TSLA 10/20/23 Put 207.50 @ 0.24,24.00,1,24.00,0.00,-0.132,100,TSLA,TSLA,10/20/23,207.5,PUT,291420937
2023-10-19T10:03:32-0700,Trade,Buy to Close,BUY_TO_CLOSE,TSLA  231020P00212500,Equity Option,Bought 1 TSLA 10/20/23 Put 212.50 @ 0.67,-67.00,1,-67.00,0.00,-0.12,100,TSLA,TSLA,10/20/23,212.5,PUT,291416121
2023-10-19T09:54:20-0700,Trade,Sell to Open,SELL_TO_OPEN,TSLA  231020P00202500,Equity Option,Sold 1 TSLA 10/20/23 Put 202.50 @ 0.13,13.00,1,13.00,-1.00,-0.132,100,TSLA,TSLA,10/20/23,202.5,PUT,291412201
2023-10-19T09:52:59-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLA  231020P00207500,Equity Option,Bought 1 TSLA 10/20/23 Put 207.50 @ 0.32,-32.00,1,-32.00,-1.00,-0.12,100,TSLA,TSLA,10/20/23,207.5,PUT,291411380
2023-10-19T09:52:59-0700,Trade,Sell to Open,SELL_TO_OPEN,TSLA  231020P00212500,Equity Option,Sold 1 TSLA 10/20/23 Put 212.50 @ 0.82,82.00,1,82.00,-1.00,-0.132,100,TSLA,TSLA,10/20/23,212.5,PUT,291411380
2023-10-19T08:34:33-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  231027P00422500,Equity Option,Sold 1 NVDA 10/27/23 Put 422.50 @ 8.05,805.00,1,805.00,0.00,-0.132,100,NVDA,NVDA,10/27/23,422.5,PUT,291373750
2023-10-19T08:34:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  231027P00425000,Equity Option,Bought 1 NVDA 10/27/23 Put 425.00 @ 9.09,-909.00,1,-909.00,0.00,-0.12,100,NVDA,NVDA,10/27/23,425,PUT,291373750
2023-10-19T08:33:07-0700,Trade,Buy to Close,BUY_TO_CLOSE,ORCL  231020P00103000,Equity Option,Bought 2 ORCL 10/20/23 Put 103.00 @ 0.03,-6.00,2,-3.00,0.00,-0.24,100,ORCL,ORCL,10/20/23,103,PUT,291373369
2023-10-19T07:29:32-0700,Trade,Sell to Close,SELL_TO_CLOSE,COST  231027C00590000,Equity Option,Sold 1 COST 10/27/23 Call 590.00 @ 0.87,87.00,1,87.00,0.00,-0.132,100,COST,COST,10/27/23,590,CALL,291343186
2023-10-19T07:29:32-0700,Trade,Buy to Close,BUY_TO_CLOSE,COST  231027C00585000,Equity Option,Bought 1 COST 10/27/23 Call 585.00 @ 1.55,-155.00,1,-155.00,0.00,-0.12,100,COST,COST,10/27/23,585,CALL,291343186
2023-10-19T06:58:35-0700,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  231020P00170000,Equity Option,Bought 1 AAPL 10/20/23 Put 170.00 @ 0.09,-9.00,1,-9.00,0.00,-0.12,100,AAPL,AAPL,10/20/23,170,PUT,291323900
2023-10-19T06:57:48-0700,Trade,Sell to Close,SELL_TO_CLOSE,ADBE  231020P00542500,Equity Option,Sold 1 ADBE 10/20/23 Put 542.50 @ 0.84,84.00,1,84.00,0.00,-0.132,100,ADBE,ADBE,10/20/23,542.5,PUT,291323437
2023-10-19T06:57:48-0700,Trade,Sell to Close,SELL_TO_CLOSE,ADBE  231020C00585000,Equity Option,Sold 1 ADBE 10/20/23 Call 585.00 @ 0.36,36.00,1,36.00,0.00,-0.132,100,ADBE,ADBE,10/20/23,585,CALL,291323437
2023-10-19T06:57:48-0700,Trade,Buy to Close,BUY_TO_CLOSE,ADBE  231020P00547500,Equity Option,Bought 1 ADBE 10/20/23 Put 547.50 @ 1.47,-147.00,1,-147.00,0.00,-0.12,100,ADBE,ADBE,10/20/23,547.5,PUT,291323437
2023-10-19T06:57:48-0700,Trade,Buy to Close,BUY_TO_CLOSE,ADBE  231020C00580000,Equity Option,Bought 1 ADBE 10/20/23 Call 580.00 @ 0.67,-67.00,1,-67.00,0.00,-0.12,100,ADBE,ADBE,10/20/23,580,CALL,291323437
2023-10-19T06:56:43-0700,Trade,Buy to Close,BUY_TO_CLOSE,UAL   231020P00035500,Equity Option,Bought 1 UAL 10/20/23 Put 35.50 @ 0.10,-10.00,1,-10.00,0.00,-0.12,100,UAL,UAL,10/20/23,35.5,PUT,291322760
2023-10-19T06:56:06-0700,Trade,Buy to Close,BUY_TO_CLOSE,NFLX  231020P00345000,Equity Option,Bought 1 NFLX 10/20/23 Put 345.00 @ 0.06,-6.00,1,-6.00,0.00,-0.12,100,NFLX,NFLX,10/20/23,345,PUT,291322304
2023-10-19T06:34:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,PG    231020P00144000,Equity Option,Sold 1 PG 10/20/23 Put 144.00 @ 0.07,7.00,1,7.00,0.00,-0.132,100,PG,PG,10/20/23,144,PUT,291229504
2023-10-19T06:34:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,PG    231020P00149000,Equity Option,Bought 1 PG 10/20/23 Put 149.00 @ 0.49,-49.00,1,-49.00,0.00,-0.12,100,PG,PG,10/20/23,149,PUT,291229504
2023-10-19T06:34:46-0700,Trade,Sell to Close,SELL_TO_CLOSE,PG    231020P00144000,Equity Option,Sold 1 PG 10/20/23 Put 144.00 @ 0.07,7.00,1,7.00,0.00,-0.132,100,PG,PG,10/20/23,144,PUT,291229504
2023-10-19T06:34:46-0700,Trade,Buy to Close,BUY_TO_CLOSE,PG    231020P00149000,Equity Option,Bought 1 PG 10/20/23 Put 149.00 @ 0.49,-49.00,1,-49.00,0.00,-0.12,100,PG,PG,10/20/23,149,PUT,291229504
2023-10-18T12:45:22-0700,Trade,Buy to Close,BUY_TO_CLOSE,AAPL  231020C00182500,Equity Option,Bought 1 AAPL 10/20/23 Call 182.50 @ 0.07,-7.00,1,-7.00,0.00,-0.12,100,AAPL,AAPL,10/20/23,182.5,CALL,291260435
2023-10-18T11:55:22-0700,Trade,Buy to Open,BUY_TO_OPEN,COST  231027P00560000,Equity Option,Bought 1 COST 10/27/23 Put 560.00 @ 1.99,-199.00,1,-199.00,-1.00,-0.12,100,COST,COST,10/27/23,560,PUT,291238566
2023-10-18T11:55:22-0700,Trade,Buy to Open,BUY_TO_OPEN,COST  231027C00590000,Equity Option,Bought 1 COST 10/27/23 Call 590.00 @ 1.68,-168.00,1,-168.00,-1.00,-0.12,100,COST,COST,10/27/23,590,CALL,291238566
2023-10-18T11:55:22-0700,Trade,Sell to Open,SELL_TO_OPEN,COST  231027P00565000,Equity Option,Sold 1 COST 10/27/23 Put 565.00 @ 2.84,284.00,1,284.00,-1.00,-0.132,100,COST,COST,10/27/23,565,PUT,291238566
2023-10-18T11:55:22-0700,Trade,Sell to Open,SELL_TO_OPEN,COST  231027C00585000,Equity Option,Sold 1 COST 10/27/23 Call 585.00 @ 2.86,286.00,1,286.00,-1.00,-0.132,100,COST,COST,10/27/23,585,CALL,291238566
2023-10-18T11:27:23-0700,Trade,Buy to Open,BUY_TO_OPEN,PG    231020P00144000,Equity Option,Bought 1 PG 10/20/23 Put 144.00 @ 0.08,-8.00,1,-8.00,-1.00,-0.12,100,PG,PG,10/20/23,144,PUT,291229443
2023-10-18T11:27:23-0700,Trade,Sell to Open,SELL_TO_OPEN,PG    231020P00149000,Equity Option,Sold 1 PG 10/20/23 Put 149.00 @ 0.91,91.00,1,91.00,-1.00,-0.132,100,PG,PG,10/20/23,149,PUT,291229443
2023-10-18T11:27:23-0700,Trade,Buy to Open,BUY_TO_OPEN,PG    231020P00144000,Equity Option,Bought 1 PG 10/20/23 Put 144.00 @ 0.09,-9.00,1,-9.00,-1.00,-0.12,100,PG,PG,10/20/23,144,PUT,291229443
2023-10-18T11:27:23-0700,Trade,Sell to Open,SELL_TO_OPEN,PG    231020P00149000,Equity Option,Sold 1 PG 10/20/23 Put 149.00 @ 0.93,93.00,1,93.00,-1.00,-0.132,100,PG,PG,10/20/23,149,PUT,291229443
2023-10-18T10:56:07-0700,Trade,Sell to Close,SELL_TO_CLOSE,MS    231020C00084000,Equity Option,Sold 1 MS 10/20/23 Call 84.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,MS,MS,10/20/23,84,CALL,291209069
2023-10-18T10:56:07-0700,Trade,Sell to Close,SELL_TO_CLOSE,MS    231020P00066000,Equity Option,Sold 1 MS 10/20/23 Put 66.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,MS,MS,10/20/23,66,PUT,291209069
2023-10-18T10:56:07-0700,Trade,Buy to Close,BUY_TO_CLOSE,MS    231020C00082000,Equity Option,Bought 1 MS 10/20/23 Call 82.00 @ 0.01,-1.00,1,-1.00,0.00,-0.12,100,MS,MS,10/20/23,82,CALL,291209069
2023-10-18T10:56:07-0700,Trade,Buy to Close,BUY_TO_CLOSE,MS    231020P00071000,Equity Option,Bought 1 MS 10/20/23 Put 71.00 @ 0.05,-5.00,1,-5.00,0.00,-0.12,100,MS,MS,10/20/23,71,PUT,291209069
2023-10-18T10:15:23-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   231019P00355000,Equity Option,Sold 1 QQQ 10/19/23 Put 355.00 @ 0.10,10.00,1,10.00,0.00,-0.132,100,QQQ,QQQ,10/19/23,355,PUT,291205370
2023-10-18T10:15:23-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   231019P00360000,Equity Option,Bought 1 QQQ 10/19/23 Put 360.00 @ 0.41,-41.00,1,-41.00,0.00,-0.12,100,QQQ,QQQ,10/19/23,360,PUT,291205370
2023-10-18T10:15:20-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   231018P00359000,Equity Option,Sold 1 QQQ 10/18/23 Put 359.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,QQQ,QQQ,10/18/23,359,PUT,291205301
2023-10-18T10:15:20-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   231018P00362000,Equity Option,Bought 1 QQQ 10/18/23 Put 362.00 @ 0.05,-5.00,1,-5.00,0.00,-0.12,100,QQQ,QQQ,10/18/23,362,PUT,291205301
2023-10-18T10:03:03-0700,Trade,Buy to Open,BUY_TO_OPEN,ADBE  231020P00542500,Equity Option,Bought 1 ADBE 10/20/23 Put 542.50 @ 0.86,-86.00,1,-86.00,-1.00,-0.12,100,ADBE,ADBE,10/20/23,542.5,PUT,291199963
2023-10-18T10:03:03-0700,Trade,Buy to Open,BUY_TO_OPEN,ADBE  231020C00585000,Equity Option,Bought 1 ADBE 10/20/23 Call 585.00 @ 0.89,-89.00,1,-89.00,-1.00,-0.12,100,ADBE,ADBE,10/20/23,585,CALL,291199963
2023-10-18T10:03:03-0700,Trade,Sell to Open,SELL_TO_OPEN,ADBE  231020P00547500,Equity Option,Sold 1 ADBE 10/20/23 Put 547.50 @ 1.37,137.00,1,137.00,-1.00,-0.132,100,ADBE,ADBE,10/20/23,547.5,PUT,291199963
2023-10-18T10:03:03-0700,Trade,Sell to Open,SELL_TO_OPEN,ADBE  231020C00580000,Equity Option,Sold 1 ADBE 10/20/23 Call 580.00 @ 1.54,154.00,1,154.00,-1.00,-0.132,100,ADBE,ADBE,10/20/23,580,CALL,291199963
2023-10-18T10:01:27-0700,Trade,Sell to Open,SELL_TO_OPEN,ORCL  231020C00116000,Equity Option,Sold 2 ORCL 10/20/23 Call 116.00 @ 0.02,4.00,2,2.00,-2.00,-0.255,100,ORCL,ORCL,10/20/23,116,CALL,291199067
2023-10-18T10:01:27-0700,Trade,Sell to Open,SELL_TO_OPEN,ORCL  231020P00103000,Equity Option,Sold 2 ORCL 10/20/23 Put 103.00 @ 0.05,10.00,2,5.00,-2.00,-0.255,100,ORCL,ORCL,10/20/23,103,PUT,291199067
2023-10-18T09:50:21-0700,Trade,Buy to Close,BUY_TO_CLOSE,SPR   231020C00024000,Equity Option,Bought 2 SPR 10/20/23 Call 24.00 @ 0.06,-12.00,2,-6.00,0.00,-0.24,100,SPR,SPR,10/20/23,24,CALL,291147959
2023-10-18T08:57:56-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231018P00359000,Equity Option,Bought 1 QQQ 10/18/23 Put 359.00 @ 0.03,-3.00,1,-3.00,-1.00,-0.12,100,QQQ,QQQ,10/18/23,359,PUT,291176509
2023-10-18T08:57:56-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231018P00362000,Equity Option,Sold 1 QQQ 10/18/23 Put 362.00 @ 0.12,12.00,1,12.00,-1.00,-0.132,100,QQQ,QQQ,10/18/23,362,PUT,291176509
2023-10-18T08:53:15-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231019P00355000,Equity Option,Bought 1 QQQ 10/19/23 Put 355.00 @ 0.14,-14.00,1,-14.00,-1.00,-0.12,100,QQQ,QQQ,10/19/23,355,PUT,291175219
2023-10-18T08:53:15-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231019P00360000,Equity Option,Sold 1 QQQ 10/19/23 Put 360.00 @ 0.54,54.00,1,54.00,-1.00,-0.132,100,QQQ,QQQ,10/19/23,360,PUT,291175219
2023-10-18T08:26:02-0700,Trade,Sell to Close,SELL_TO_CLOSE,QQQ   231019P00356000,Equity Option,Sold 2 QQQ 10/19/23 Put 356.00 @ 0.17,34.00,2,17.00,0.00,-0.255,100,QQQ,QQQ,10/19/23,356,PUT,291164100
2023-10-18T08:26:02-0700,Trade,Buy to Close,BUY_TO_CLOSE,QQQ   231019P00360000,Equity Option,Bought 2 QQQ 10/19/23 Put 360.00 @ 0.51,-102.00,2,-51.00,0.00,-0.24,100,QQQ,QQQ,10/19/23,360,PUT,291164100
2023-10-18T08:07:28-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231019P00356000,Equity Option,Bought 1 QQQ 10/19/23 Put 356.00 @ 0.24,-24.00,1,-24.00,-1.00,-0.12,100,QQQ,QQQ,10/19/23,356,PUT,291157892
2023-10-18T08:07:28-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231019P00360000,Equity Option,Sold 1 QQQ 10/19/23 Put 360.00 @ 0.68,68.00,1,68.00,-1.00,-0.132,100,QQQ,QQQ,10/19/23,360,PUT,291157892
2023-10-18T08:07:28-0700,Trade,Buy to Open,BUY_TO_OPEN,QQQ   231019P00356000,Equity Option,Bought 1 QQQ 10/19/23 Put 356.00 @ 0.24,-24.00,1,-24.00,-1.00,-0.12,100,QQQ,QQQ,10/19/23,356,PUT,291157892
2023-10-18T08:07:28-0700,Trade,Sell to Open,SELL_TO_OPEN,QQQ   231019P00360000,Equity Option,Sold 1 QQQ 10/19/23 Put 360.00 @ 0.68,68.00,1,68.00,-1.00,-0.132,100,QQQ,QQQ,10/19/23,360,PUT,291157892
2023-10-18T07:48:11-0700,Trade,Buy to Open,BUY_TO_OPEN,TSLY,Equity,Bought 100 TSLY @ 13.41,"-1,340.73",100,-13.41,0.00,-0.08,,,,,,,291147064
2023-10-18T07:29:40-0700,Trade,Sell to Open,SELL_TO_OPEN,SPR   231020C00024000,Equity Option,Sold 1 SPR 10/20/23 Call 24.00 @ 0.17,17.00,1,17.00,-1.00,-0.132,100,SPR,SPR,10/20/23,24,CALL,291135438
2023-10-18T07:29:40-0700,Trade,Sell to Open,SELL_TO_OPEN,SPR   231020C00024000,Equity Option,Sold 1 SPR 10/20/23 Call 24.00 @ 0.17,17.00,1,17.00,-1.00,-0.132,100,SPR,SPR,10/20/23,24,CALL,291135438
2023-10-18T07:27:11-0700,Trade,Buy to Open,BUY_TO_OPEN,MS    231020P00066000,Equity Option,Bought 1 MS 10/20/23 Put 66.00 @ 0.01,-1.00,1,-1.00,-1.00,-0.12,100,MS,MS,10/20/23,66,PUT,291133977
2023-10-18T07:27:11-0700,Trade,Buy to Open,BUY_TO_OPEN,MS    231020C00084000,Equity Option,Bought 1 MS 10/20/23 Call 84.00 @ 0.01,-1.00,1,-1.00,-1.00,-0.12,100,MS,MS,10/20/23,84,CALL,291133977
2023-10-18T07:27:11-0700,Trade,Sell to Open,SELL_TO_OPEN,MS    231020P00071000,Equity Option,Sold 1 MS 10/20/23 Put 71.00 @ 0.07,7.00,1,7.00,-1.00,-0.132,100,MS,MS,10/20/23,71,PUT,291133977
2023-10-18T07:27:11-0700,Trade,Sell to Open,SELL_TO_OPEN,MS    231020C00082000,Equity Option,Sold 1 MS 10/20/23 Call 82.00 @ 0.02,2.00,1,2.00,-1.00,-0.132,100,MS,MS,10/20/23,82,CALL,291133977
2023-10-18T07:23:21-0700,Trade,Buy to Open,BUY_TO_OPEN,NVDA  231027P00422500,Equity Option,Bought 2 NVDA 10/27/23 Put 422.50 @ 9.30,"-1,860.00",2,-930.00,-2.00,-0.24,100,NVDA,NVDA,10/27/23,422.5,PUT,291131744
2023-10-18T07:23:21-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  231027P00420000,Equity Option,Sold 1 NVDA 10/27/23 Put 420.00 @ 8.31,831.00,1,831.00,-1.00,-0.132,100,NVDA,NVDA,10/27/23,420,PUT,291131744
2023-10-18T07:23:21-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  231027P00425000,Equity Option,Sold 1 NVDA 10/27/23 Put 425.00 @ 10.37,"1,037.00",1,"1,037.00",-1.00,-0.132,100,NVDA,NVDA,10/27/23,425,PUT,291131744
2023-10-18T07:19:54-0700,Trade,Sell to Open,SELL_TO_OPEN,UAL   231020P00035500,Equity Option,Sold 1 UAL 10/20/23 Put 35.50 @ 0.17,17.00,1,17.00,-1.00,-0.132,100,UAL,UAL,10/20/23,35.5,PUT,291128983
2023-10-17T11:58:13-0700,Trade,Sell to Close,SELL_TO_CLOSE,BAC   231020C00029500,Equity Option,Sold 2 BAC 10/20/23 Call 29.50 @ 0.01,2.00,2,1.00,0.00,-0.255,100,BAC,BAC,10/20/23,29.5,CALL,291040942
2023-10-17T11:58:13-0700,Trade,Buy to Close,BUY_TO_CLOSE,BAC   231020C00028500,Equity Option,Bought 2 BAC 10/20/23 Call 28.50 @ 0.05,-10.00,2,-5.00,0.00,-0.24,100,BAC,BAC,10/20/23,28.5,CALL,291040942
2023-10-17T11:57:33-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  231020C00460000,Equity Option,Sold 1 NVDA 10/20/23 Call 460.00 @ 0.85,85.00,1,85.00,0.00,-0.132,100,NVDA,NVDA,10/20/23,460,CALL,291039717
2023-10-17T11:57:33-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  231020C00450000,Equity Option,Bought 1 NVDA 10/20/23 Call 450.00 @ 2.50,-250.00,1,-250.00,0.00,-0.12,100,NVDA,NVDA,10/20/23,450,CALL,291039717
2023-10-17T11:44:37-0700,Trade,Buy to Open,BUY_TO_OPEN,NVDA  231020C00460000,Equity Option,Bought 1 NVDA 10/20/23 Call 460.00 @ 0.98,-98.00,1,-98.00,-1.00,-0.12,100,NVDA,NVDA,10/20/23,460,CALL,291035989
2023-10-17T11:44:37-0700,Trade,Sell to Open,SELL_TO_OPEN,NVDA  231020C00450000,Equity Option,Sold 1 NVDA 10/20/23 Call 450.00 @ 2.85,285.00,1,285.00,-1.00,-0.132,100,NVDA,NVDA,10/20/23,450,CALL,291035989
2023-10-17T11:43:03-0700,Trade,Buy to Open,BUY_TO_OPEN,BAC   231020C00029500,Equity Option,Bought 2 BAC 10/20/23 Call 29.50 @ 0.01,-2.00,2,-1.00,-2.00,-0.24,100,BAC,BAC,10/20/23,29.5,CALL,291035536
2023-10-17T11:43:03-0700,Trade,Sell to Open,SELL_TO_OPEN,BAC   231020C00028500,Equity Option,Sold 2 BAC 10/20/23 Call 28.50 @ 0.06,12.00,2,6.00,-2.00,-0.255,100,BAC,BAC,10/20/23,28.5,CALL,291035536
2023-10-17T11:21:11-0700,Trade,Sell to Open,SELL_TO_OPEN,AAPL  231020C00182500,Equity Option,Sold 1 AAPL 10/20/23 Call 182.50 @ 0.15,15.00,1,15.00,-1.00,-0.132,100,AAPL,AAPL,10/20/23,182.5,CALL,291029005
2023-10-17T11:21:11-0700,Trade,Sell to Open,SELL_TO_OPEN,AAPL  231020P00170000,Equity Option,Sold 1 AAPL 10/20/23 Put 170.00 @ 0.16,16.00,1,16.00,-1.00,-0.132,100,AAPL,AAPL,10/20/23,170,PUT,291029005
2023-10-17T11:00:20-0700,Trade,Sell to Close,SELL_TO_CLOSE,NVDA  231103C00470000,Equity Option,Sold 1 NVDA 11/03/23 Call 470.00 @ 4.38,438.00,1,438.00,0.00,-0.132,100,NVDA,NVDA,11/03/23,470,CALL,291022011
2023-10-17T11:00:20-0700,Trade,Buy to Close,BUY_TO_CLOSE,NVDA  231103C00460000,Equity Option,Bought 1 NVDA 11/03/23 Call 460.00 @ 6.82,-682.00,1,-682.00,0.00,-0.12,100,NVDA,NVDA,11/03/23,460,CALL,291022011
2023-10-17T10:47:21-0700,Trade,Buy to Open,BUY_TO_OPEN,XLE   231201C00097000,Equity Option,Bought 1 XLE 12/01/23 Call 97.00 @ 1.07,-107.00,1,-107.00,-1.00,-0.12,100,XLE,XLE,12/01/23,97,CALL,291017177
2023-10-17T10:47:21-0700,Trade,Buy to Open,BUY_TO_OPEN,XLE   231201P00080000,Equity Option,Bought 1 XLE 12/01/23 Put 80.00 @ 0.33,-33.00,1,-33.00,-1.00,-0.12,100,XLE,XLE,12/01/23,80,PUT,291017177
2023-10-17T10:39:53-0700,Trade,Sell to Open,SELL_TO_OPEN,XLE   231201C00095000,Equity Option,Sold 1 XLE 12/01/23 Call 95.00 @ 1.60,160.00,1,160.00,-1.00,-0.132,100,XLE,XLE,12/01/23,95,CALL,291014884
2023-10-17T10:39:53-0700,Trade,Sell to Open,SELL_TO_OPEN,XLE   231201P00086000,Equity Option,Sold 1 XLE 12/01/23 Put 86.00 @ 1.10,110.00,1,110.00,-1.00,-0.132,100,XLE,XLE,12/01/23,86,PUT,291014884
2023-10-17T10:39:28-0700,Trade,Buy to Open,BUY_TO_OPEN,XLE   231201P00078000,Equity Option,Bought 1 XLE 12/01/23 Put 78.00 @ 0.21,-21.00,1,-21.00,-1.00,-0.12,100,XLE,XLE,12/01/23,78,PUT,291014771
